path	line_at_audit	symbol	kind	classification	required_scope	acceptance
crates/keycompute-cache/src/lib.rs	179	with_recovering_pool	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lib.rs	193	with_prefix	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lib.rs	203	disabled	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lib.rs	223	build_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lib.rs	224	build_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lib.rs	228	build_null_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lib.rs	229	build_null_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lib.rs	361	delete_matching	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lib.rs	530	get_or_insert_with_lock	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-cache/src/lock.rs	312	drop	job	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-config/src/crypto.rs	24	has_key	cache-key	platform protected configuration	root-managed runtime configuration; secret definitions are not tenant cache entries	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-config/src/crypto.rs	29	secret_key	cache-key	platform protected configuration	root-managed runtime configuration; secret definitions are not tenant cache entries	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/db_router.rs	124	new	job	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/lifecycle.rs	111	spawn_intermediate_worker	job	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/lifecycle.rs	185	schedule_intermediate_cleanup	job	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/migrations.rs	10	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/account.rs	12	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/account.rs	13	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/account.rs	200	find_by_id_for_key_share	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/account.rs	218	find_by_id_for_key_share_any_tenant	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/response_affinity.rs	162	find_active_for_key_share	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/response_affinity.rs	178	find_active_for_key_share_for_user	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/responses_idempotency_claim.rs	611	find_for_key_share	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/responses_idempotency_claim.rs	626	find_metadata_for_key_share	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/system_setting.rs	212	find_by_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/tenant.rs	300	find_by_id_for_key_share	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/user.rs	175	find_by_id_for_no_key_update	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/user_balance.rs	232	find_by_request	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/user_node_gateway_token.rs	102	from	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/schema.rs	9	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/schema.rs	36	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/schema.rs	92	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/schema.rs	93	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/schema.rs	109	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/schema.rs	110	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/schema.rs	191	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/schema.rs	306	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-observability/src/host_monitor.rs	32	start_monitoring	job	platform resource	host diagnostics only, no user payload or secret	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-payment/keycompute-alipay/src/config.rs	174	parse_previous_public_keys	cache-key	user-owned payment resource	verified provider event plus immutable tenant/order/billing owner; credential rotation is platform-controlled	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-payment/keycompute-alipay/src/config.rs	244	format_private_key	cache-key	user-owned payment resource	verified provider event plus immutable tenant/order/billing owner; credential rotation is platform-controlled	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-payment/keycompute-alipay/src/config.rs	249	format_public_key	cache-key	user-owned payment resource	verified provider event plus immutable tenant/order/billing owner; credential rotation is platform-controlled	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-payment/keycompute-wechatpay/src/config.rs	152	parse_previous_callback_keys	cache-key	user-owned payment resource	verified provider event plus immutable tenant/order/billing owner; credential rotation is platform-controlled	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-payment/keycompute-wechatpay/src/config.rs	167	normalize_private_key	cache-key	user-owned payment resource	verified provider event plus immutable tenant/order/billing owner; credential rotation is platform-controlled	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-payment/keycompute-wechatpay/src/config.rs	171	normalize_public_key	cache-key	user-owned payment resource	verified provider event plus immutable tenant/order/billing owner; credential rotation is platform-controlled	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-pricing/src/lib.rs	224	cache_key	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-pricing/src/lib.rs	248	create_snapshot	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-pricing/src/lib.rs	251	create_snapshot	cache-operation	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-pricing/src/lib.rs	490	clear_cache	cache-operation	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-ratelimit/src/redis.rs	37	<module>	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-ratelimit/src/redis.rs	78	new	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-ratelimit/src/redis.rs	87	with_prefix	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-ratelimit/src/redis.rs	99	build_key	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-ratelimit/src/redis.rs	102	build_key	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-ratelimit/src/redis.rs	107	build_rpm_key	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-ratelimit/src/redis.rs	114	build_tpm_keys	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-ratelimit/src/redis.rs	120	build_tpm_keys	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-routing/src/lib.rs	760	decrypt_upstream_api_key	cache-key	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-routing/src/provider_health.rs	556	start_persistence_worker	job	tenant resource or explicit global shared resource	verified consumer tenant plus real account/node owner; explicit platform price/config namespace	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/crypto.rs	57	<module>	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/crypto.rs	189	generate_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/crypto.rs	311	encrypt_api_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/crypto.rs	319	decrypt_api_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	61	storage_role_hook	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	84	with_prefix	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	96	from_config	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	108	build_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	109	build_key	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	229	with_pool	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	238	with_pool_and_prefix	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	314	flush_prefix	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	339	key_prefix	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	340	key_prefix	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	356	key_prefix	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-runtime/src/redis_store.rs	366	default	cache-key	platform infrastructure / caller-scoped primitive	generic primitive is not authorization; caller key and immutable work scope are classified at call site	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/console.rs	159	quota_key	cache-key	tenant/user resource or explicit platform view	credential domain + tenant + actor/owner + authorization versions; platform caches require explicit platform scope	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/console.rs	169	scope_key	cache-key	tenant/user resource or explicit platform view	credential domain + tenant + actor/owner + authorization versions; platform caches require explicit platform scope	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/admin_account.rs	919	requested_api_key_changes	cache-key	platform resource or explicitly scoped tenant administration	platform allowlisted action or verified tenant-admin scope; resource ownership and current actor checks before cache/I/O	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/admin_account.rs	1534	decrypt_account_api_key	cache-key	platform resource or explicitly scoped tenant administration	platform allowlisted action or verified tenant-admin scope; resource ownership and current actor checks before cache/I/O	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/admin_settings.rs	506	get_system_setting_by_key	cache-key	platform resource or explicitly scoped tenant administration	platform allowlisted action or verified tenant-admin scope; resource ownership and current actor checks before cache/I/O	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/admin_settings.rs	533	update_system_setting_by_key	cache-key	platform resource or explicitly scoped tenant administration	platform allowlisted action or verified tenant-admin scope; resource ownership and current actor checks before cache/I/O	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/admin_user.rs	505	normalize_admin_balance_reason	cache-key	platform resource or explicitly scoped tenant administration	platform allowlisted action or verified tenant-admin scope; resource ownership and current actor checks before cache/I/O	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/admin_user.rs	508	require_admin_balance_idempotency_key	cache-key	platform resource or explicitly scoped tenant administration	platform allowlisted action or verified tenant-admin scope; resource ownership and current actor checks before cache/I/O	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/admin_user.rs	861	list_all_api_keys	cache-key	platform resource or explicitly scoped tenant administration	platform allowlisted action or verified tenant-admin scope; resource ownership and current actor checks before cache/I/O	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/responses/state.rs	334	drop	job	user-owned resource	tenant + original user + access mode; current authority for reads/new work; accepted-work scope for terminal settlement	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/responses/state.rs	698	affinity_storage_key_for_user	cache-key	user-owned resource	tenant + original user + access mode; current authority for reads/new work; accepted-work scope for terminal settlement	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/responses/state.rs	706	affinity_cache_key_for_user	cache-key	user-owned resource	tenant + original user + access mode; current authority for reads/new work; accepted-work scope for terminal settlement	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/responses/stream.rs	96	create_responses_stream	job	user-owned resource	tenant + original user + access mode; current authority for reads/new work; accepted-work scope for terminal settlement	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/scoped_native.rs	402	generate_with_state	job	user-owned resource	verified request tenant + actor + billing owner; immutable accepted-work context	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/scoped_stream.rs	81	serve	job	user-owned resource	verified request tenant + actor + billing owner; immutable accepted-work context	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/user.rs	292	list_my_api_keys	cache-key	tenant/user resource	verified selected tenant + actor/owner; shared access only through explicit grant	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/user.rs	379	create_api_key	cache-key	tenant/user resource	verified selected tenant + actor/owner; shared access only through explicit grant	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/handlers/user.rs	445	delete_api_key	cache-key	tenant/user resource	verified selected tenant + actor/owner; shared access only through explicit grant	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/lib.rs	66	spawn_scoped_response_maintenance	job	platform infrastructure with scoped work items	scheduler/system capability; each dispatched tenant item retains its own immutable tenant and owner	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/main.rs	306	spawn_payment_security_event_retention	job	platform infrastructure with scoped work items	scheduler/system capability; each dispatched tenant item retains its own immutable tenant and owner	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/main.rs	346	spawn_stale_trace_reconciler	job	platform infrastructure with scoped work items	scheduler/system capability; each dispatched tenant item retains its own immutable tenant and owner	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/main.rs	373	spawn_balance_reservation_sweeper	job	platform infrastructure with scoped work items	scheduler/system capability; each dispatched tenant item retains its own immutable tenant and owner	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/main.rs	400	spawn_node_gateway_sweeper	job	platform infrastructure with scoped work items	scheduler/system capability; each dispatched tenant item retains its own immutable tenant and owner	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/main.rs	441	spawn_account_probe_alerts	job	platform infrastructure with scoped work items	scheduler/system capability; each dispatched tenant item retains its own immutable tenant and owner	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/main.rs	509	setup_shutdown_handler	job	platform infrastructure with scoped work items	scheduler/system capability; each dispatched tenant item retains its own immutable tenant and owner	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/scoped_state/execution.rs	115	watch	job	user-owned resource	tenant + original user + access mode; current authority for reads/new work; accepted-work scope for terminal settlement	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/scoped_state/maintenance.rs	30	spawn	job	user-owned resource	tenant + original user + access mode; current authority for reads/new work; accepted-work scope for terminal settlement	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/scoped_state/maintenance.rs	31	spawn	job	user-owned resource	tenant + original user + access mode; current authority for reads/new work; accepted-work scope for terminal settlement	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-server/src/scoped_state/mod.rs	271	create	job	user-owned resource	tenant + original user + access mode; current authority for reads/new work; accepted-work scope for terminal settlement	source inventory; runtime adoption must pass phase 5/8
crates/llm-gateway/src/executor.rs	647	execute_with_recorder	job	user-owned resource	verified inference request context and accepted-work ownership	source inventory; runtime adoption must pass phase 5/8
crates/llm-protocol/anthropic/src/stream.rs	47	parse_anthropic_stream_with_raw	job	platform infrastructure / request-bound transport	no independent data authority; stream inherits caller request scope	source inventory; runtime adoption must pass phase 5/8
crates/llm-protocol/openai/src/responses_stream.rs	155	parse_responses_stream_with_limits_and_empty_eof	job	platform infrastructure / request-bound transport	no independent data authority; stream inherits caller request scope	source inventory; runtime adoption must pass phase 5/8
crates/llm-protocol/openai/src/stream.rs	50	parse_chat_stream	job	platform infrastructure / request-bound transport	no independent data authority; stream inherits caller request scope	source inventory; runtime adoption must pass phase 5/8
crates/llm-protocol/provider/src/http.rs	107	into_keycompute_error	cache-key	platform infrastructure / request-bound transport	no independent data authority; stream inherits caller request scope	source inventory; runtime adoption must pass phase 5/8
crates/llm-protocol/provider/src/lib.rs	181	verify_key	cache-key	platform infrastructure / request-bound transport	no independent data authority; stream inherits caller request scope	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	159	redis_isolation_both_blocking_pools_leave_rate_limits_and_producers_live	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	163	redis_isolation_both_blocking_pools_leave_rate_limits_and_producers_live	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	194	redis_isolation_poll_waiters_do_not_starve_result_waiters	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	223	redis_isolation_result_waiters_do_not_starve_task_claims	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	259	redis_isolation_saturated_pools_fail_with_bounded_wait	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	308	redis_isolation_cancelled_brpop_does_not_steal_future_work_or_leak_capacity	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	349	redis_isolation_transport_failure_discards_blocked_connection	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	459	redis_isolation_outer_timeout_closes_pending_blocking_connection	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	498	redis_isolation_cancelled_pool_admission_does_not_leak_waiters	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	604	redis_isolation_internal_deadline_discards_unresponsive_socket	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis/tests.rs	613	redis_isolation_internal_deadline_discards_unresponsive_socket	job	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis.rs	119	blocking_pop_keys	cache-key	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis.rs	160	model_queue_key	cache-key	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/node-gateway/src/redis.rs	164	native_model_queue_key	cache-key	tenant resource	node owner tenant plus consumer task tenant, fixed session/lease/owner	source inventory; runtime adoption must pass phase 5/8
crates/keycompute-db/src/models/pricing_model.rs	0	runtime_cache_revision	cache-key	tenant resource / platform shared price	primary tenant + platform revisions + next model validity boundary; no read-side mutation	pricing regression: independent L1/L2, rollback and validity boundary
crates/keycompute-db/src/models/key_issuance.rs	1061	claim	deferred-intent	user-owned resource	fixed tenant + owner + original requester; live signed user/member/tenant versions; no stored secret or cached claim; explicit transaction	backend accepted: 10 SQL/HTTP regressions and native full-workspace passed; no background dispatch
crates/keycompute-server/src/handlers/distribution.rs	827	distribution-overview-tenant-v2	cache-operation	user-owned resource	verified tenant + beneficiary + current signed versions; origin CNY only; current feature guard; global self-referral metadata retained	new namespace excludes historical all-tenant snapshots; actual cache-hit and revoked-member HTTP regression
